word,source,word_length
apparent,Oxford3000,8
apparently,Oxford3000,10
appeal,Oxford3000,6
appear,Oxford3000,6
appearance,Oxford3000,10
apple,Oxford3000,5
application,Oxford3000,11
apply,Oxford3000,5
appointment,Oxford3000,11
appreciate,Oxford3000,10
approach,Oxford3000,8
appropriate,Oxford3000,11
approval,Oxford3000,8
approve,Oxford3000,7
approximately,Oxford3000,13
april,Oxford3000,5
architect,Oxford3000,9
architecture,Oxford3000,12
area,Oxford3000,4
argue,Oxford3000,5
argument,Oxford3000,8
arise,Oxford3000,5
arm,Oxford3000,3
armed,Oxford3000,5
arms,Oxford3000,4
army,Oxford3000,4
around,Oxford3000,6
arrange,Oxford3000,7
arrangement,Oxford3000,11
arrest,Oxford3000,6
arrival,Oxford3000,7
arrive,Oxford3000,6
art,Oxford3000,3
article,Oxford3000,7
artificial,Oxford3000,10
artist,Oxford3000,6
artistic,Oxford3000,8
as,Oxford3000,2
ashamed,Oxford3000,7
ask,Oxford3000,3
asleep,Oxford3000,6
aspect,Oxford3000,6
assess,Oxford3000,6
assessment,Oxford3000,10
assignment,Oxford3000,10
assist,Oxford3000,6
assistant,Oxford3000,9
associate,Oxford3000,9
associated,Oxford3000,10
association,Oxford3000,11
assume,Oxford3000,6
at,Oxford3000,2
athlete,Oxford3000,7
atmosphere,Oxford3000,10
attach,Oxford3000,6
attack,Oxford3000,6
attempt,Oxford3000,7
attend,Oxford3000,6
attention,Oxford3000,9
attitude,Oxford3000,8
attract,Oxford3000,7
attraction,Oxford3000,10
attractive,Oxford3000,10
audience,Oxford3000,8
august,Oxford3000,6
aunt,Oxford3000,4
author,Oxford3000,6
authority,Oxford3000,9
autumn,Oxford3000,6
available,Oxford3000,9
average,Oxford3000,7
avoid,Oxford3000,5
award,Oxford3000,5
aware,Oxford3000,5
away,Oxford3000,4
awful,Oxford3000,5
baby,Oxford3000,4
back,Oxford3000,4
background,Oxford3000,10
backwards,Oxford3000,9
bacteria,Oxford3000,8
bad,Oxford3000,3
badly,Oxford3000,5
bag,Oxford3000,3
bake,Oxford3000,4
balance,Oxford3000,7
ball,Oxford3000,4
ban,Oxford3000,3
banana,Oxford3000,6
band,Oxford3000,4
bank,Oxford3000,4
bar,Oxford3000,3
barrier,Oxford3000,7
base,Oxford3000,4
baseball,Oxford3000,8
based,Oxford3000,5
basic,Oxford3000,5
basically,Oxford3000,9
basis,Oxford3000,5
basketball,Oxford3000,10
bath,Oxford3000,4
bathroom,Oxford3000,8
battery,Oxford3000,7
battle,Oxford3000,6
be,Oxford3000,2
beach,Oxford3000,5
bean,Oxford3000,4
bear,Oxford3000,4
beat,Oxford3000,4
beautiful,Oxford3000,9
beauty,Oxford3000,6
because,Oxford3000,7
become,Oxford3000,6
bed,Oxford3000,3
bedroom,Oxford3000,7
bee,Oxford3000,3
beef,Oxford3000,4
beer,Oxford3000,4
before,Oxford3000,6
beg,Oxford3000,3
begin,Oxford3000,5
beginning,Oxford3000,9
behave,Oxford3000,6
behaviour,Oxford3000,9
behind,Oxford3000,6
being,Oxford3000,5
belief,Oxford3000,6
believe,Oxford3000,7
bell,Oxford3000,4
belong,Oxford3000,6
below,Oxford3000,5
belt,Oxford3000,4
bend,Oxford3000,4
benefit,Oxford3000,7
bent,Oxford3000,4
best,Oxford3000,4
bet,Oxford3000,3
better,Oxford3000,6
between,Oxford3000,7
beyond,Oxford3000,6
bicycle,Oxford3000,7
big,Oxford3000,3
bike,Oxford3000,4
bill,Oxford3000,4
billion,Oxford3000,7
bin,Oxford3000,3
biology,Oxford3000,7
bird,Oxford3000,4
birth,Oxford3000,5
birthday,Oxford3000,8
biscuit,Oxford3000,7
bit,Oxford3000,3
bite,Oxford3000,4
bitter,Oxford3000,6
black,Oxford3000,5
blame,Oxford3000,5
blank,Oxford3000,5
blind,Oxford3000,5
block,Oxford3000,5
blog,Oxford3000,4
blonde,Oxford3000,6
blood,Oxford3000,5
blow,Oxford3000,4
blue,Oxford3000,4
board,Oxford3000,5
boat,Oxford3000,4
body,Oxford3000,4
boil,Oxford3000,4
bomb,Oxford3000,4
bond,Oxford3000,4
bone,Oxford3000,4
book,Oxford3000,4
boot,Oxford3000,4
border,Oxford3000,6
bored,Oxford3000,5
boring,Oxford3000,6
born,Oxford3000,4
borrow,Oxford3000,6
boss,Oxford3000,4
both,Oxford3000,4
bother,Oxford3000,6
bottle,Oxford3000,6
bottom,Oxford3000,6
bowl,Oxford3000,4
box,Oxford3000,3
boy,Oxford3000,3
boyfriend,Oxford3000,9
brain,Oxford3000,5
branch,Oxford3000,6
brand,Oxford3000,5
brave,Oxford3000,5
bread,Oxford3000,5
break,Oxford3000,5
breakfast,Oxford3000,9
breast,Oxford3000,6
breath,Oxford3000,6
breathe,Oxford3000,7
breathing,Oxford3000,9
bride,Oxford3000,5
bridge,Oxford3000,6
brief,Oxford3000,5
bright,Oxford3000,6
brilliant,Oxford3000,9
bring,Oxford3000,5
broad,Oxford3000,5
broadcast,Oxford3000,9
broken,Oxford3000,6
brother,Oxford3000,7
brown,Oxford3000,5
brush,Oxford3000,5
bubble,Oxford3000,6
budget,Oxford3000,6
build,Oxford3000,5
building,Oxford3000,8
bullet,Oxford3000,6
bunch,Oxford3000,5
burn,Oxford3000,4
bury,Oxford3000,4
bus,Oxford3000,3
bush,Oxford3000,4
business,Oxford3000,8
businessman,Oxford3000,11
busy,Oxford3000,4
but,Oxford3000,3
butter,Oxford3000,6
button,Oxford3000,6
buy,Oxford3000,3
by,Oxford3000,2
bye,Oxford3000,3
cable,Oxford3000,5
cafe,Oxford3000,4
cake,Oxford3000,4
calculate,Oxford3000,9
call,Oxford3000,4
calm,Oxford3000,4
camera,Oxford3000,6
camp,Oxford3000,4
campaign,Oxford3000,8
camping,Oxford3000,7
campus,Oxford3000,6
can,Oxford3000,3
cancel,Oxford3000,6
cancer,Oxford3000,6
candidate,Oxford3000,9
cannot,Oxford3000,6
cap,Oxford3000,3
capable,Oxford3000,7
capacity,Oxford3000,8
capital,Oxford3000,7
captain,Oxford3000,7
capture,Oxford3000,7
car,Oxford3000,3
card,Oxford3000,4
care,Oxford3000,4
career,Oxford3000,6
careful,Oxford3000,7
carefully,Oxford3000,9
careless,Oxford3000,8
carpet,Oxford3000,6
carrot,Oxford3000,6
carry,Oxford3000,5
cartoon,Oxford3000,7
case,Oxford3000,4
cash,Oxford3000,4
cast,Oxford3000,4
castle,Oxford3000,6
cat,Oxford3000,3
catch,Oxford3000,5
category,Oxford3000,8
cause,Oxford3000,5
cd,Oxford3000,2
ceiling,Oxford3000,7
celebrate,Oxford3000,9
celebration,Oxford3000,11
celebrity,Oxford3000,9
cell,Oxford3000,4
cent,Oxford3000,4
central,Oxford3000,7
centre,Oxford3000,6
century,Oxford3000,7
ceremony,Oxford3000,8
certain,Oxford3000,7
certainly,Oxford3000,9
chain,Oxford3000,5
chair,Oxford3000,5
chairman,Oxford3000,8
challenge,Oxford3000,9
champion,Oxford3000,8
chance,Oxford3000,6
change,Oxford3000,6
channel,Oxford3000,7
chapter,Oxford3000,7
character,Oxford3000,9
characteristic,Oxford3000,14
charge,Oxford3000,6
charity,Oxford3000,7
chart,Oxford3000,5
chat,Oxford3000,4
cheap,Oxford3000,5
cheat,Oxford3000,5
check,Oxford3000,5
cheerful,Oxford3000,8
cheese,Oxford3000,6
chef,Oxford3000,4
chemical,Oxford3000,8
chemistry,Oxford3000,9
chest,Oxford3000,5
chicken,Oxford3000,7
chief,Oxford3000,5
child,Oxford3000,5
childhood,Oxford3000,9
chip,Oxford3000,4
chocolate,Oxford3000,9
choice,Oxford3000,6
choose,Oxford3000,6
church,Oxford3000,6
cigarette,Oxford3000,9
cinema,Oxford3000,6
circle,Oxford3000,6
circumstance,Oxford3000,12
cite,Oxford3000,4
citizen,Oxford3000,7
city,Oxford3000,4
civil,Oxford3000,5
claim,Oxford3000,5
class,Oxford3000,5
classic,Oxford3000,7
classical,Oxford3000,9
classroom,Oxford3000,9
clause,Oxford3000,6
clean,Oxford3000,5
clear,Oxford3000,5
clearly,Oxford3000,7
clever,Oxford3000,6
click,Oxford3000,5
client,Oxford3000,6
climate,Oxford3000,7
climb,Oxford3000,5
clock,Oxford3000,5
close,Oxford3000,5
closed,Oxford3000,6
closely,Oxford3000,7
cloth,Oxford3000,5
clothes,Oxford3000,7
clothing,Oxford3000,8
cloud,Oxford3000,5
club,Oxford3000,4
clue,Oxford3000,4
coach,Oxford3000,5
coal,Oxford3000,4
coast,Oxford3000,5
coat,Oxford3000,4
code,Oxford3000,4
coffee,Oxford3000,6
coin,Oxford3000,4
cold,Oxford3000,4
collapse,Oxford3000,8
colleague,Oxford3000,9
collect,Oxford3000,7
collection,Oxford3000,10
college,Oxford3000,7
colour,Oxford3000,6
coloured,Oxford3000,8
column,Oxford3000,6
combination,Oxford3000,11
combine,Oxford3000,7
come,Oxford3000,4
comedy,Oxford3000,6
comfort,Oxford3000,7
comfortable,Oxford3000,11
command,Oxford3000,7
comment,Oxford3000,7
commercial,Oxford3000,10
commission,Oxford3000,10
commit,Oxford3000,6
commitment,Oxford3000,10
committee,Oxford3000,9
common,Oxford3000,6
commonly,Oxford3000,8
communicate,Oxford3000,11
communication,Oxford3000,13
community,Oxford3000,9
company,Oxford3000,7
compare,Oxford3000,7
comparison,Oxford3000,10
compete,Oxford3000,7
competition,Oxford3000,11
competitive,Oxford3000,11
competitor,Oxford3000,10
complain,Oxford3000,8
complaint,Oxford3000,9
complete,Oxford3000,8
completely,Oxford3000,10
complex,Oxford3000,7
complicated,Oxford3000,11
component,Oxford3000,9
computer,Oxford3000,8
concentrate,Oxford3000,11
concentration,Oxford3000,13
concept,Oxford3000,7
concern,Oxford3000,7
concerned,Oxford3000,9
concert,Oxford3000,7
conclude,Oxford3000,8
conclusion,Oxford3000,10
condition,Oxford3000,9
conduct,Oxford3000,7
conference,Oxford3000,10
confidence,Oxford3000,10
confident,Oxford3000,9
confirm,Oxford3000,7
conflict,Oxford3000,8
confuse,Oxford3000,7
confused,Oxford3000,8
confusing,Oxford3000,9
connect,Oxford3000,7
connected,Oxford3000,9
connection,Oxford3000,10
conscious,Oxford3000,9
consequence,Oxford3000,11
conservative,Oxford3000,12
consider,Oxford3000,8
consideration,Oxford3000,13
consist,Oxford3000,7
consistent,Oxford3000,10
constant,Oxford3000,8
constantly,Oxford3000,10
construct,Oxford3000,9
construction,Oxford3000,12
consume,Oxford3000,7
consumer,Oxford3000,8
contact,Oxford3000,7
contain,Oxford3000,7
container,Oxford3000,9
contemporary,Oxford3000,12
content,Oxford3000,7
contest,Oxford3000,7
context,Oxford3000,7
continent,Oxford3000,9
continue,Oxford3000,8
continuous,Oxford3000,10
contract,Oxford3000,8
contrast,Oxford3000,8
contribute,Oxford3000,10
contribution,Oxford3000,12
control,Oxford3000,7
convenient,Oxford3000,10
conversation,Oxford3000,12
convert,Oxford3000,7
convince,Oxford3000,8
convinced,Oxford3000,9
cook,Oxford3000,4
cooker,Oxford3000,6
cooking,Oxford3000,7
cool,Oxford3000,4
copy,Oxford3000,4
core,Oxford3000,4
corner,Oxford3000,6
corporate,Oxford3000,9
correct,Oxford3000,7
correctly,Oxford3000,9
cost,Oxford3000,4
costume,Oxford3000,7
cottage,Oxford3000,7
cotton,Oxford3000,6
could,Oxford3000,5
council,Oxford3000,7
count,Oxford3000,5
country,Oxford3000,7
countryside,Oxford3000,11
county,Oxford3000,6
couple,Oxford3000,6
courage,Oxford3000,7
course,Oxford3000,6
court,Oxford3000,5
cousin,Oxford3000,6
cover,Oxford3000,5
covered,Oxford3000,7
cow,Oxford3000,3
crash,Oxford3000,5
crazy,Oxford3000,5
cream,Oxford3000,5
create,Oxford3000,6
creation,Oxford3000,8
creative,Oxford3000,8
creature,Oxford3000,8
credit,Oxford3000,6
crew,Oxford3000,4
crime,Oxford3000,5
criminal,Oxford3000,8
crisis,Oxford3000,6
criterion,Oxford3000,9
critic,Oxford3000,6
critical,Oxford3000,8
criticism,Oxford3000,9
criticize,Oxford3000,9
crop,Oxford3000,4
cross,Oxford3000,5
crowd,Oxford3000,5
crowded,Oxford3000,7
crucial,Oxford3000,7
cruel,Oxford3000,5
cry,Oxford3000,3
cultural,Oxford3000,8
culture,Oxford3000,7
cup,Oxford3000,3
cupboard,Oxford3000,8
cure,Oxford3000,4
curly,Oxford3000,5
currency,Oxford3000,8
current,Oxford3000,7
currently,Oxford3000,9
curtain,Oxford3000,7
curve,Oxford3000,5
curved,Oxford3000,6
custom,Oxford3000,6
customer,Oxford3000,8
cut,Oxford3000,3
cycle,Oxford3000,5
dad,Oxford3000,3
daily,Oxford3000,5
damage,Oxford3000,6
dance,Oxford3000,5
dancer,Oxford3000,6
dancing,Oxford3000,7
danger,Oxford3000,6
dangerous,Oxford3000,9
dark,Oxford3000,4
data,Oxford3000,4
date,Oxford3000,4
daughter,Oxford3000,8
day,Oxford3000,3
dead,Oxford3000,4
deal,Oxford3000,4
dear,Oxford3000,4
death,Oxford3000,5
debate,Oxford3000,6
debt,Oxford3000,4
decade,Oxford3000,6
december,Oxford3000,8
decent,Oxford3000,6
decide,Oxford3000,6
decision,Oxford3000,8
declare,Oxford3000,7
decline,Oxford3000,7
decorate,Oxford3000,8
decoration,Oxford3000,10
decrease,Oxford3000,8
deep,Oxford3000,4
deeply,Oxford3000,6
defeat,Oxford3000,6
defence,Oxford3000,7
defend,Oxford3000,6
define,Oxford3000,6
definite,Oxford3000,8
definitely,Oxford3000,10
definition,Oxford3000,10
degree,Oxford3000,6
delay,Oxford3000,5
deliberate,Oxford3000,10
deliberately,Oxford3000,12
delicious,Oxford3000,9
delight,Oxford3000,7
delighted,Oxford3000,9
deliver,Oxford3000,7
delivery,Oxford3000,8
demand,Oxford3000,6
demonstrate,Oxford3000,11
dentist,Oxford3000,7
deny,Oxford3000,4
department,Oxford3000,10
departure,Oxford3000,9
depend,Oxford3000,6
depressed,Oxford3000,9
depressing,Oxford3000,10
depth,Oxford3000,5
describe,Oxford3000,8
description,Oxford3000,11
desert,Oxford3000,6
deserve,Oxford3000,7
design,Oxford3000,6
designer,Oxford3000,8
desire,Oxford3000,6
desk,Oxford3000,4
desperate,Oxford3000,9
despite,Oxford3000,7
destination,Oxford3000,11
destroy,Oxford3000,7
detail,Oxford3000,6
detailed,Oxford3000,8
detect,Oxford3000,6
detective,Oxford3000,9
determine,Oxford3000,9
determined,Oxford3000,10
develop,Oxford3000,7
development,Oxford3000,11
device,Oxford3000,6
diagram,Oxford3000,7
dialogue,Oxford3000,8
diamond,Oxford3000,7
diary,Oxford3000,5
dictionary,Oxford3000,10
die,Oxford3000,3
diet,Oxford3000,4
difference,Oxford3000,10
different,Oxford3000,9
differently,Oxford3000,11
difficult,Oxford3000,9
difficulty,Oxford3000,10
dig,Oxford3000,3
digital,Oxford3000,7
dinner,Oxford3000,6
direct,Oxford3000,6
direction,Oxford3000,9
directly,Oxford3000,8
director,Oxford3000,8
dirt,Oxford3000,4
dirty,Oxford3000,5
disadvantage,Oxford3000,12
disagree,Oxford3000,8
disappear,Oxford3000,9
disappointed,Oxford3000,12
disappointing,Oxford3000,13
disaster,Oxford3000,8
disc,Oxford3000,4
discipline,Oxford3000,10
discount,Oxford3000,8
discover,Oxford3000,8
discovery,Oxford3000,9
discuss,Oxford3000,7
discussion,Oxford3000,10
disease,Oxford3000,7
dish,Oxford3000,4
dishonest,Oxford3000,9
dislike,Oxford3000,7
dismiss,Oxford3000,7
display,Oxford3000,7
distance,Oxford3000,8
distribute,Oxford3000,10
distribution,Oxford3000,12
district,Oxford3000,8
divide,Oxford3000,6
division,Oxford3000,8
divorced,Oxford3000,8
do,Oxford3000,2
doctor,Oxford3000,6
document,Oxford3000,8
documentary,Oxford3000,11
dog,Oxford3000,3
dollar,Oxford3000,6
domestic,Oxford3000,8
dominate,Oxford3000,8
donate,Oxford3000,6
door,Oxford3000,4
double,Oxford3000,6
doubt,Oxford3000,5
down,Oxford3000,4
download,Oxford3000,8
downstairs,Oxford3000,10
downwards,Oxford3000,9
dozen,Oxford3000,5
draft,Oxford3000,5
drag,Oxford3000,4
drama,Oxford3000,5
dramatic,Oxford3000,8
draw,Oxford3000,4
drawing,Oxford3000,7
dream,Oxford3000,5
dress,Oxford3000,5
dressed,Oxford3000,7
drink,Oxford3000,5
drive,Oxford3000,5
driver,Oxford3000,6
driving,Oxford3000,7
drop,Oxford3000,4
drug,Oxford3000,4
drum,Oxford3000,4
drunk,Oxford3000,5
dry,Oxford3000,3
due,Oxford3000,3
during,Oxford3000,6
dust,Oxford3000,4
duty,Oxford3000,4
dvd,Oxford3000,3
each,Oxford3000,4
ear,Oxford3000,3
early,Oxford3000,5
earn,Oxford3000,4
earth,Oxford3000,5
earthquake,Oxford3000,10
easily,Oxford3000,6
east,Oxford3000,4
eastern,Oxford3000,7
easy,Oxford3000,4
eat,Oxford3000,3
economic,Oxford3000,8
economy,Oxford3000,7
edge,Oxford3000,4
edit,Oxford3000,4
edition,Oxford3000,7
editor,Oxford3000,6
educate,Oxford3000,7
educated,Oxford3000,8
education,Oxford3000,9
educational,Oxford3000,11
effect,Oxford3000,6
effective,Oxford3000,9
effectively,Oxford3000,11
efficient,Oxford3000,9
effort,Oxford3000,6
egg,Oxford3000,3
eight,Oxford3000,5
eighteen,Oxford3000,8
eighty,Oxford3000,6
either,Oxford3000,6
elderly,Oxford3000,7
elect,Oxford3000,5
election,Oxford3000,8
electric,Oxford3000,8
electrical,Oxford3000,10
electricity,Oxford3000,11
electronic,Oxford3000,10
element,Oxford3000,7
elephant,Oxford3000,8
eleven,Oxford3000,6
else,Oxford3000,4
elsewhere,Oxford3000,9
email,Oxford3000,5
embarrassed,Oxford3000,11
embarrassing,Oxford3000,12
emerge,Oxford3000,6
emergency,Oxford3000,9
emotion,Oxford3000,7
emotional,Oxford3000,9
emphasis,Oxford3000,8
emphasize,Oxford3000,9
employ,Oxford3000,6
employee,Oxford3000,8
employer,Oxford3000,8
employment,Oxford3000,10
empty,Oxford3000,5
enable,Oxford3000,6
encounter,Oxford3000,9
encourage,Oxford3000,9
end,Oxford3000,3
ending,Oxford3000,6
enemy,Oxford3000,5
energy,Oxford3000,6
engage,Oxford3000,6
engaged,Oxford3000,7
engine,Oxford3000,6
engineer,Oxford3000,8
engineering,Oxford3000,11
enhance,Oxford3000,7
enjoy,Oxford3000,5
enormous,Oxford3000,8
enough,Oxford3000,6
enquiry,Oxford3000,7
ensure,Oxford3000,6
enter,Oxford3000,5
entertain,Oxford3000,9
entertainment,Oxford3000,13
enthusiasm,Oxford3000,10
enthusiastic,Oxford3000,12
entire,Oxford3000,6
entirely,Oxford3000,8
entrance,Oxford3000,8
entry,Oxford3000,5
environment,Oxford3000,11
environmental,Oxford3000,13
episode,Oxford3000,7
equal,Oxford3000,5
equally,Oxford3000,7
equipment,Oxford3000,9
error,Oxford3000,5
escape,Oxford3000,6
especially,Oxford3000,10
essay,Oxford3000,5
essential,Oxford3000,9
establish,Oxford3000,9
estate,Oxford3000,6
estimate,Oxford3000,8
ethical,Oxford3000,7
euro,Oxford3000,4
evaluate,Oxford3000,8
even,Oxford3000,4
evening,Oxford3000,7
event,Oxford3000,5
eventually,Oxford3000,10
ever,Oxford3000,4
every,Oxford3000,5
everybody,Oxford3000,9
everyday,Oxford3000,8
everyone,Oxford3000,8
everything,Oxford3000,10
everywhere,Oxford3000,10
evidence,Oxford3000,8
evil,Oxford3000,4
exact,Oxford3000,5
exactly,Oxford3000,7
exam,Oxford3000,4
examination,Oxford3000,11
examine,Oxford3000,7
example,Oxford3000,7
excellent,Oxford3000,9
except,Oxford3000,6
exchange,Oxford3000,8
excited,Oxford3000,7
excitement,Oxford3000,10
exciting,Oxford3000,8
excuse,Oxford3000,6
executive,Oxford3000,9
exercise,Oxford3000,8
exhibition,Oxford3000,10
exist,Oxford3000,5
existence,Oxford3000,9
expand,Oxford3000,6
expect,Oxford3000,6
expectation,Oxford3000,11
expected,Oxford3000,8
expedition,Oxford3000,10
expense,Oxford3000,7
expensive,Oxford3000,9
experience,Oxford3000,10
experienced,Oxford3000,11
experiment,Oxford3000,10
expert,Oxford3000,6
explain,Oxford3000,7
explanation,Oxford3000,11
explode,Oxford3000,7
exploration,Oxford3000,11
explore,Oxford3000,7
explosion,Oxford3000,9
export,Oxford3000,6
expose,Oxford3000,6
express,Oxford3000,7
expression,Oxford3000,10
extend,Oxford3000,6
extent,Oxford3000,6
external,Oxford3000,8
extra,Oxford3000,5
extraordinary,Oxford3000,13
extreme,Oxford3000,7
extremely,Oxford3000,9
eye,Oxford3000,3
face,Oxford3000,4
facility,Oxford3000,8
fact,Oxford3000,4
factor,Oxford3000,6
factory,Oxford3000,7
fail,Oxford3000,4
failure,Oxford3000,7
fair,Oxford3000,4
fairly,Oxford3000,6
faith,Oxford3000,5
fall,Oxford3000,4
false,Oxford3000,5
familiar,Oxford3000,8
family,Oxford3000,6
famous,Oxford3000,6
fan,Oxford3000,3
fancy,Oxford3000,5
fantastic,Oxford3000,9
far,Oxford3000,3
farm,Oxford3000,4
farmer,Oxford3000,6
farming,Oxford3000,7
fascinating,Oxford3000,11
fashion,Oxford3000,7
fashionable,Oxford3000,11
fast,Oxford3000,4
fasten,Oxford3000,6
fat,Oxford3000,3
father,Oxford3000,6
fault,Oxford3000,5
favour,Oxford3000,6
favourite,Oxford3000,9
fear,Oxford3000,4
feather,Oxford3000,7
feature,Oxford3000,7
february,Oxford3000,8
fee,Oxford3000,3
feed,Oxford3000,4
feedback,Oxford3000,8
feel,Oxford3000,4
feeling,Oxford3000,7
fellow,Oxford3000,6
female,Oxford3000,6
fence,Oxford3000,5
festival,Oxford3000,8
few,Oxford3000,3
fiction,Oxford3000,7
field,Oxford3000,5
fifteen,Oxford3000,7
fifth,Oxford3000,5
fifty,Oxford3000,5
fight,Oxford3000,5
fighting,Oxford3000,8
figure,Oxford3000,6
file,Oxford3000,4
fill,Oxford3000,4
film,Oxford3000,4
final,Oxford3000,5
finally,Oxford3000,7
finance,Oxford3000,7
financial,Oxford3000,9
find,Oxford3000,4
finding,Oxford3000,7
fine,Oxford3000,4
finger,Oxford3000,6
finish,Oxford3000,6
fire,Oxford3000,4
firm,Oxford3000,4
first,Oxford3000,5
firstly,Oxford3000,7
fish,Oxford3000,4
fishing,Oxford3000,7
fit,Oxford3000,3
fitness,Oxford3000,7
five,Oxford3000,4
fix,Oxford3000,3
fixed,Oxford3000,5
flag,Oxford3000,4
flame,Oxford3000,5
flash,Oxford3000,5
flat,Oxford3000,4
flexible,Oxford3000,8
flight,Oxford3000,6
float,Oxford3000,5
flood,Oxford3000,5
floor,Oxford3000,5
flour,Oxford3000,5
flow,Oxford3000,4
flower,Oxford3000,6
flu,Oxford3000,3
fly,Oxford3000,3
flying,Oxford3000,6
focus,Oxford3000,5
fold,Oxford3000,4
folding,Oxford3000,7
folk,Oxford3000,4
follow,Oxford3000,6
following,Oxford3000,9
food,Oxford3000,4
foot,Oxford3000,4
football,Oxford3000,8
for,Oxford3000,3
force,Oxford3000,5
foreign,Oxford3000,7
forest,Oxford3000,6
forever,Oxford3000,7
forget,Oxford3000,6
forgive,Oxford3000,7
fork,Oxford3000,4
form,Oxford3000,4
formal,Oxford3000,6
former,Oxford3000,6
fortunately,Oxford3000,11
fortune,Oxford3000,7
forty,Oxford3000,5
forward,Oxford3000,7
found,Oxford3000,5
four,Oxford3000,4
fourteen,Oxford3000,8
fourth,Oxford3000,6
frame,Oxford3000,5
free,Oxford3000,4
freedom,Oxford3000,7
freeze,Oxford3000,6
frequency,Oxford3000,9
frequently,Oxford3000,10
fresh,Oxford3000,5
friday,Oxford3000,6
fridge,Oxford3000,6
friend,Oxford3000,6
friendly,Oxford3000,8
friendship,Oxford3000,10
frighten,Oxford3000,8
frightened,Oxford3000,10
frightening,Oxford3000,11
frog,Oxford3000,4
from,Oxford3000,4
front,Oxford3000,5
frozen,Oxford3000,6
fruit,Oxford3000,5
fry,Oxford3000,3
fuel,Oxford3000,4
full,Oxford3000,4
fully,Oxford3000,5
fun,Oxford3000,3
function,Oxford3000,8
fund,Oxford3000,4
fundamental,Oxford3000,11
funding,Oxford3000,7
funny,Oxford3000,5
fur,Oxford3000,3
furniture,Oxford3000,9
further,Oxford3000,7
furthermore,Oxford3000,11
future,Oxford3000,6
gain,Oxford3000,4
gallery,Oxford3000,7
game,Oxford3000,4
gang,Oxford3000,4
gap,Oxford3000,3
garage,Oxford3000,6
garden,Oxford3000,6
