student_id,current_level,quiz_score,time_spent_mins,ab_test_group
1126,Beginner,89.34437275932389,101.99349368523616,Group B
1127,Advanced,100.0,,Group B
1128,Advanced,92.39149822869153,108.44059209414719,Group A
1129,Beginner,78.72082408519233,123.40552035753744,Group A
1130,Intermediate,65.04780051236564,139.8639202356314,Group B
1131,Beginner,69.58780284190851,167.58050448436057,Group B
1132,Beginner,82.03463635867223,82.86553503519453,Group A
1133,Beginner,74.93426539438637,183.991001239688,Group B
1134,Beginner,72.62551694243706,61.437366014324944,Group B
1135,Advanced,57.06854231514947,115.4464471489325,Group A
1136,Beginner,73.81471569097008,,Group B
1137,Intermediate,100.0,128.429756032051,Group B
1138,Intermediate,95.32261480591553,101.31901440538219,Group B
1139,Beginner,79.92027358683383,113.75633248928175,Group A
1140,Advanced,99.59888277780053,105.20997196023501,Group A
1141,Advanced,71.54736615295236,102.31905729167366,Group A
1142,Beginner,74.97847060563186,145.48806291063073,Group B
1143,Beginner,97.41431817996944,130.71046457895142,Group B
1144,Beginner,85.38910043684659,99.21271214218038,Group A
1145,Beginner,71.51428010968763,146.9879962629975,Group B
1146,Beginner,84.3086331218552,129.2189856262983,Group B
1147,Intermediate,64.30486749423608,144.3858635651688,Group B
1148,Intermediate,62.76759239950369,138.88886525770837,Group B
1149,Beginner,90.09791665954897,95.13014967233784,Group B
1150,Beginner,99.0941664047013,103.19456879409091,Group A
1151,Advanced,50.42156126019725,142.41880815369785,Group B
1152,Beginner,85.62969236690572,138.31110796300393,Group A
1153,Beginner,78.91560924318696,119.37295218107556,Group B
1154,Beginner,75.12874616235304,123.51982149926346,Group A
1155,Advanced,62.95869529148183,158.32994687365274,Group B
1156,Beginner,,,Group A
1157,Intermediate,79.6379862455545,136.41292143510114,Group B
1158,Intermediate,62.535748253834434,113.93422042698317,Group A
1159,Beginner,88.50284048650252,113.46956390318338,Group B
1160,Intermediate,74.24642835826295,152.96330555961572,Group A
1161,Beginner,82.5352501264862,144.7624904696409,Group B
1162,Intermediate,61.386545069376034,144.40528908001914,Group A
1163,Intermediate,66.34843004147501,159.16436421462987,Group A
1164,Intermediate,93.5374721514194,,Group B
1165,Beginner,90.23762717356789,140.4585891388489,Group B
1166,Advanced,50.44889510402898,110.69199730219631,Group A
1167,Beginner,86.29392657721601,129.72499057465328,Group B
1168,Beginner,87.5138712337179,116.09570836896947,Group A
1169,Beginner,63.305947188786284,122.90987894978154,Group A
1170,Intermediate,,137.85471076310742,Group A
1171,Intermediate,69.33341919138458,95.45337950299583,Group B
1172,Beginner,85.70598668593159,182.7716182705638,Group A
1173,Intermediate,,89.81947855500894,Group A
1174,Beginner,,83.57434161636803,Group B
1175,Intermediate,56.20246696953668,154.74332620500203,Group B
1176,Beginner,82.06051268130057,143.74988081888807,Group B
1177,Intermediate,81.1994666816108,138.72359451156467,Group B
1178,Beginner,70.95683374895592,138.8503652779284,Group A
1179,Advanced,82.77184917554747,119.63259681459256,Group A
1180,Beginner,63.3847993773104,93.08236885542505,Group A
1181,Beginner,,122.27413674581179,Group A
1182,Beginner,74.37636619042085,99.68514865463665,Group B
1183,Advanced,56.96327784395682,,Group A
1184,Advanced,70.94797342632828,115.58827855493584,Group A
1185,Beginner,76.73759722341636,95.23508409622465,Group B
1186,Intermediate,69.23166683655262,110.3584247504102,Group A
1187,Advanced,90.1258561842888,132.38794362826872,Group A
1188,Intermediate,66.34662195715276,103.08826341588076,Group A
1189,Intermediate,87.53538168097712,95.33338813300705,Group A
1190,Beginner,68.70293145342382,127.31061634475736,Group A
1191,Beginner,85.29804177915283,127.34899713326169,Group A
1192,Advanced,100.0,104.7917047388661,Group B
1193,Advanced,25.603977863584998,105.86885083145032,Group B
1194,Intermediate,63.046571167942844,126.96149812072909,Group A
1195,Beginner,85.7707212718054,76.55746975508028,Group A
1196,Beginner,83.66470955029341,77.77608676870335,Group B
1197,Intermediate,,98.44667336242692,Group A
1198,Advanced,57.92029626568359,113.59658544864459,Group A
1199,Advanced,71.731795749458,129.32722696794013,Group A
1200,Intermediate,76.5853221085001,164.26068650848657,Group B
1177,Intermediate,81.1994666816108,138.72359451156467,Group B
1199,Advanced,71.731795749458,129.32722696794013,Group A
1100,Beginner,89.55142320501238,147.5358584116433,Group A
1016,Beginner,80.12592400781794,,Group A
1085,Beginner,100.0,59.24572240027179,Group B
